SquareFootage,NumRooms,NumBathrooms,HasBalcony,HasGymAccess,HasParking,NeighborhoodSafetyIndex,WalkScore,SchoolRating,Rent
2899,3,2,1,0,0,4.34,40,1.4,6448.8
1533,2,3,0,1,0,6.93,65,3.5,5089.74
753,3,1,1,1,0,3.99,50,1.5,2702.26
2678,1,2,0,1,1,7.81,58,9.3,6371.51
1702,2,3,1,1,1,6.6,72,5.7,5326.03
2713,4,3,1,1,0,1.54,22,4.1,5895.38
2709,4,3,1,1,0,8.21,26,8.1,7222.72
2827,2,1,1,1,1,5.76,8,3.2,5744.0
2838,1,1,0,1,0,2.79,14,5.1,5118.4
1976,1,3,1,1,1,1.71,95,5.8,4891.36
461,2,2,1,1,1,5.89,3,1.8,2584.42
2972,2,2,1,1,1,5.59,39,2.0,6207.37
935,3,1,1,0,0,3.87,98,7.2,4071.23
1667,4,2,1,0,0,2.97,67,2.5,4443.85
1973,2,1,1,1,1,3.77,89,2.9,4939.77
1102,4,1,1,0,0,8.87,53,3.9,4031.87
443,3,2,1,0,1,1.22,87,9.9,3141.11
998,1,3,0,1,1,1.51,3,9.9,3347.01
2921,1,3,0,1,1,1.73,65,4.6,6463.1
1599,2,2,0,1,1,2.97,62,1.6,4309.19
2642,4,3,0,0,0,5.48,14,1.9,6236.14
972,4,2,1,1,0,6.4,70,6.3,4511.68
2361,2,3,0,0,1,9.46,23,5.2,6076.89
466,1,3,0,0,0,1.98,21,7.5,2413.64
948,4,2,0,1,1,2.34,25,4.8,3272.96
1408,1,3,0,1,0,1.12,53,7.6,3804.12
1531,1,1,1,1,1,9.46,57,9.4,4940.88
1339,2,2,0,1,0,1.51,26,8.0,3612.79
1408,3,3,1,1,1,3.47,88,4.7,4677.12
701,3,3,0,0,1,6.13,68,9.5,3920.95
2642,3,2,1,1,0,7.13,5,5.4,5828.09
2991,1,3,1,1,0,6.41,56,1.8,6269.23
2351,3,3,0,0,0,1.35,83,7.5,5931.97
463,5,3,1,0,0,8.47,61,9.8,4329.3
2220,3,1,1,1,1,5.93,35,7.9,5781.16
2705,1,3,0,0,1,1.13,52,4.0,5448.71
1635,4,2,0,0,1,4.61,34,6.3,4670.07
2942,3,2,0,0,0,2.18,55,6.4,6890.57
1660,5,1,0,1,0,6.88,66,4.8,4928.27
1021,5,3,0,0,1,6.28,24,6.9,3758.11
1569,2,1,1,0,0,9.93,41,8.0,5208.31
1204,4,3,0,1,0,9.47,81,2.5,4682.66
2861,1,3,1,0,1,3.45,43,6.9,6216.81
1319,3,2,1,0,0,1.66,67,4.8,4023.1
2611,3,1,0,0,0,3.01,99,6.9,6268.96
2392,3,3,0,1,1,6.11,74,2.7,6648.65
1681,2,2,1,1,1,1.93,42,9.2,4508.14
2537,4,1,1,1,0,3.16,94,4.1,6216.42
2767,2,2,0,0,1,3.4,84,5.1,6866.42
2239,1,2,0,1,1,3.51,21,8.8,4650.43
1526,4,1,1,0,1,2.69,2,7.8,4035.62
469,4,3,0,1,1,8.57,8,2.0,3140.64
2594,3,2,0,0,0,7.53,87,3.5,6467.43
1175,3,3,1,0,0,7.93,94,4.1,4801.05
580,5,1,0,0,0,3.11,92,1.4,3234.94
489,1,3,1,0,0,1.73,2,2.5,2121.84
2709,3,3,0,0,0,1.1,78,5.8,6160.82
2149,3,1,0,0,0,7.67,73,9.8,6080.7
981,5,3,1,1,0,8.93,94,1.3,4928.19
1722,4,3,1,1,0,2.25,36,5.9,4596.67
1542,5,3,0,1,1,9.29,77,1.6,5308.0
662,2,2,0,1,1,2.79,0,1.6,2034.61
2724,5,3,0,0,1,1.13,75,3.4,6880.65
2423,5,1,0,0,1,6.52,27,7.8,5669.27
1378,3,2,0,1,1,9.89,52,7.6,4627.24
2685,3,1,0,0,0,5.94,77,9.8,6829.26
2986,1,2,1,0,0,7.27,90,7.7,6814.22
2187,4,1,1,1,1,2.98,94,7.0,5840.58
1920,1,1,0,1,0,7.22,36,1.6,4598.61
2299,1,3,0,0,1,4.38,29,5.5,5336.71
2822,1,2,1,0,0,1.52,47,4.8,5779.67
632,4,1,0,0,1,5.33,84,9.4,3661.9
878,1,3,1,0,1,3.95,40,6.5,3811.89
534,1,3,0,0,0,5.58,71,4.4,3105.5
2353,2,3,1,1,0,9.29,13,4.5,5818.14
1020,4,1,1,0,1,9.37,71,4.6,4603.21
776,3,3,1,1,1,8.69,55,2.9,4137.17
1496,3,2,0,1,1,6.51,38,4.2,4601.28
1155,3,2,1,1,1,8.17,68,5.2,4418.05
2343,2,1,1,1,1,4.28,16,9.2,4759.76
2042,3,1,0,1,0,1.35,88,4.1,4918.65
2901,4,3,1,1,0,6.37,28,9.6,7109.39
1481,2,2,1,1,0,2.28,7,2.8,3580.53
2162,5,3,1,1,0,6.76,65,3.4,6239.65
575,2,1,1,1,0,7.41,33,6.9,2816.75
1022,5,3,0,0,1,7.81,22,1.7,3963.96
2973,4,1,0,1,1,9.34,49,3.4,7095.91
854,4,2,1,1,1,6.99,86,6.6,4697.52
2626,4,1,0,0,1,2.72,28,7.5,5563.13
1566,2,2,1,0,1,5.33,99,3.8,5438.98
881,4,1,0,0,0,7.16,56,3.8,3269.45
1333,5,2,0,1,0,1.85,51,6.1,4113.21
1302,2,3,1,1,0,7.13,94,1.4,4691.03
542,5,1,1,0,1,8.13,4,2.5,2948.47
1752,4,1,1,1,0,6.07,26,9.9,5636.63
840,5,1,0,0,1,6.07,97,2.8,3840.57
1017,3,2,1,1,0,6.02,54,5.3,4310.76
1275,1,3,1,0,1,5.89,76,4.0,4117.84
586,2,1,1,0,0,3.38,31,2.2,2241.72
2043,4,2,0,0,0,7.6,43,6.4,5640.22
2423,3,1,1,0,1,3.42,40,2.3,5284.33
725,1,2,0,0,1,1.81,98,8.7,3175.22
2814,5,2,1,0,1,3.0,15,6.7,6316.55
535,2,1,1,0,1,9.59,16,5.9,2614.73
2998,4,2,0,1,1,5.91,72,4.7,7371.08
1709,3,2,1,1,0,1.17,75,8.9,4976.7
2314,4,2,1,0,0,1.8,1,9.4,5434.86
497,1,2,1,1,1,8.47,31,5.5,3052.63
574,1,3,0,1,1,2.13,68,3.5,2751.18
1670,5,1,1,1,1,2.44,34,3.4,4362.46
2476,2,1,0,1,0,9.19,36,7.7,6150.63
2198,5,2,1,0,0,3.19,76,9.5,6417.87
889,1,2,0,1,0,7.69,56,3.3,3320.93
2913,5,3,0,0,0,8.7,62,2.9,6976.14
460,5,2,0,0,0,2.03,93,2.0,3211.05
2806,5,2,0,1,1,3.44,41,6.7,6493.6
1722,5,2,0,0,1,9.43,56,5.4,5402.71
2296,5,2,0,1,1,3.13,18,7.7,5898.6
2301,1,1,0,1,0,9.58,39,5.2,4863.0
1227,4,3,1,1,0,5.75,71,6.6,4665.02
2713,3,2,0,1,0,1.13,18,9.4,5638.27
2869,1,3,0,1,0,6.48,7,4.9,6583.87
2210,1,1,1,0,0,6.09,12,3.5,5124.09
604,3,3,1,0,1,7.88,53,8.1,3709.7
2064,3,1,0,0,1,2.08,47,6.1,5015.86
673,5,1,1,1,1,7.71,81,8.6,4068.99
2198,1,3,1,0,1,1.23,87,1.7,5252.8
2513,3,1,0,1,0,7.86,94,7.0,6711.67
2529,2,3,1,1,0,3.71,66,8.8,6587.77
868,4,1,0,1,1,8.17,74,1.6,3521.54
1877,5,1,1,1,1,3.93,28,5.0,4938.08
593,3,1,1,0,1,3.38,53,8.5,2955.78
728,4,1,1,0,0,1.52,83,3.9,3072.18
2726,1,2,1,1,0,4.44,99,1.4,6414.04
2719,5,1,0,1,0,4.07,52,3.4,6342.84
645,1,3,1,0,1,8.44,58,9.2,3934.39
644,2,2,1,1,0,5.3,34,3.6,2914.03
2958,4,3,1,0,0,1.7,63,3.5,6711.61
943,1,3,0,1,0,7.52,4,4.1,3294.5
869,1,2,0,1,1,9.52,32,6.5,4120.67
2446,5,1,0,0,1,6.87,76,2.7,6476.56
465,5,1,0,0,0,4.07,16,2.9,2689.17
432,4,1,1,1,1,4.78,2,5.7,2465.27
1540,4,3,1,0,0,2.27,74,8.9,4823.6
1286,2,1,0,0,1,8.5,5,9.3,4259.67
646,5,2,1,0,0,1.71,67,5.0,3631.77
2967,1,3,1,0,0,9.31,34,4.4,6971.28
2756,3,2,0,1,1,1.28,8,8.5,6070.58
1661,2,1,0,1,0,6.25,10,1.9,4174.71
2570,3,3,0,0,0,7.15,85,5.5,6729.42
2899,1,2,0,1,1,2.77,59,8.5,6489.19
1473,4,2,1,1,0,5.69,84,2.1,4654.73
768,4,3,1,1,1,9.87,50,3.1,3994.77
2269,2,2,1,0,1,1.29,50,3.7,4980.84
2303,3,2,0,1,1,5.88,61,7.5,5719.19
454,4,1,1,1,1,9.68,52,1.3,3302.72
731,3,1,1,1,1,1.38,30,9.9,3479.35
1882,5,2,1,1,0,7.29,14,7.1,5214.43
2787,5,3,0,1,0,3.25,11,8.6,6524.32
2304,1,1,0,0,1,1.29,69,2.8,4871.93
2288,3,3,1,1,0,6.09,7,6.2,5979.22
1854,5,3,1,1,1,3.37,73,5.2,6172.56
995,2,3,0,0,1,1.18,3,4.5,2678.66
2881,3,2,0,1,1,3.91,56,6.8,6717.03
2955,4,2,1,0,0,9.51,17,1.2,6616.97
2294,3,1,1,1,1,6.18,68,5.0,6290.38
509,4,2,1,0,1,3.07,46,4.8,2971.96
1464,4,3,1,0,1,7.27,5,4.7,4519.11
1424,2,1,1,0,1,3.1,4,4.5,3766.12
651,1,1,1,1,0,2.8,10,8.8,2593.9
2409,2,2,1,0,0,6.32,95,3.5,6437.12
2200,3,3,0,0,1,5.43,42,1.4,5441.18
916,2,3,0,1,0,6.12,67,9.9,3964.85
840,2,2,0,0,0,5.74,4,8.7,2664.49
2438,4,3,1,1,1,3.87,27,6.5,5864.94
1275,3,2,0,1,0,2.76,30,7.9,3966.28
1189,4,3,0,1,1,1.68,15,2.2,3667.79
2267,5,2,0,1,1,1.47,58,5.0,5480.99
2009,3,1,1,1,1,3.25,35,9.7,5149.68
2941,4,1,1,0,1,2.51,66,2.1,6369.63
1204,3,2,0,0,0,6.59,26,6.3,3864.33
866,3,3,0,1,1,5.32,26,5.7,3477.23
1057,2,3,1,0,0,6.72,20,9.0,3379.27
1521,4,3,0,0,0,9.4,79,1.2,4974.51
583,3,3,1,0,0,1.99,84,3.0,3174.17
2802,2,2,1,0,1,5.07,27,5.8,5859.27
1479,4,3,1,0,0,9.24,84,3.6,5448.37
1046,3,2,0,1,0,5.91,46,9.2,4010.06
2222,3,1,1,1,1,1.15,38,6.7,4998.82
1365,5,1,0,0,1,8.91,64,2.9,4929.28
2703,3,3,0,1,1,7.59,26,7.9,6781.38
1478,2,2,0,0,1,2.69,24,4.9,3271.02
2672,1,2,0,0,1,8.27,23,8.1,6076.38
1288,3,2,1,1,0,1.22,64,8.1,3777.49
1428,4,1,0,1,0,3.79,59,8.1,4383.77
2078,5,3,0,0,1,9.91,37,1.2,5961.97
1173,1,1,1,1,0,7.24,29,8.9,4012.96
2312,2,3,0,0,1,1.85,91,5.2,5682.29
2495,3,1,0,0,1,3.11,30,5.9,5302.35
2547,5,1,0,1,0,8.83,83,5.7,6679.31
2454,5,3,1,1,1,5.97,63,4.8,6074.85
2372,4,3,1,0,1,1.82,4,3.4,5208.83
2005,5,3,0,0,1,5.68,22,6.4,5235.19
1074,3,2,1,1,0,8.85,3,4.8,4059.26
1990,5,3,0,1,0,6.98,1,1.2,5426.14
2147,5,1,1,0,0,5.49,45,3.1,5279.32
1569,4,2,0,0,1,1.13,34,5.9,3700.73
1435,1,1,1,0,1,2.62,97,3.0,4021.2
2783,1,2,0,0,1,7.88,55,9.4,6402.88
926,1,3,1,0,1,1.93,61,3.0,3415.42
2712,2,3,0,1,1,6.01,65,6.6,6513.94
1667,5,1,0,0,0,9.47,59,5.7,6122.66
2909,2,1,0,0,1,8.66,47,1.5,6076.5
1973,2,3,1,1,1,3.98,47,8.7,5378.91
1310,1,1,1,0,0,2.0,81,1.1,3286.61
2118,4,1,0,1,0,7.82,19,7.5,5594.25
1131,3,1,1,0,0,7.04,88,8.2,4377.36
548,5,3,0,1,1,1.13,52,6.9,3468.51
763,5,3,1,1,1,8.63,19,3.3,4124.44
2477,5,3,1,0,0,1.0,89,8.7,6909.37
2536,4,3,0,0,0,9.14,86,8.7,7268.9
2005,4,3,0,0,0,6.63,32,5.7,5571.44
1191,2,3,0,1,1,4.57,61,7.5,4169.31
1813,2,1,1,1,0,8.7,41,3.3,4590.56
1106,2,2,0,1,1,2.32,16,5.5,3053.59
2193,5,1,1,1,0,5.72,56,5.8,5671.09
2074,2,2,0,1,1,8.38,13,9.4,5591.4
1466,1,1,1,0,0,3.98,65,4.7,3715.07
1683,1,2,0,1,1,1.78,31,7.2,3950.69
2573,4,2,0,1,1,5.7,12,9.4,6189.05
1135,5,3,0,0,1,5.37,58,1.1,4460.1
910,4,3,0,1,1,1.12,94,3.7,3974.26
1506,5,2,0,0,1,7.55,57,2.8,5239.66
1696,2,3,1,0,1,4.89,34,6.2,4748.55
2021,2,2,1,1,1,5.13,39,1.2,4944.53
1116,2,1,1,1,0,2.31,47,8.9,3282.37
2414,2,1,0,1,0,9.14,68,4.2,6661.27
2902,3,2,1,0,1,3.99,42,3.6,6530.23
2153,2,1,1,1,0,3.85,43,1.8,4916.3
1228,3,1,0,0,0,6.05,95,6.3,4108.19
857,3,1,0,0,1,7.67,66,1.2,3570.09
2335,2,3,1,0,1,9.91,20,7.5,5942.74
1054,4,2,0,1,1,6.33,94,9.8,4932.63
919,2,1,1,0,0,8.99,16,4.6,3334.44
2823,4,1,1,0,0,5.59,42,9.6,6263.55
1800,5,2,1,1,0,4.42,41,6.5,5422.52
2306,1,2,1,0,0,2.54,65,6.4,4905.38
1497,1,3,1,0,1,3.52,58,4.8,4412.83
1903,1,3,1,1,0,2.46,52,2.6,4629.99
608,3,3,1,1,0,5.39,74,3.8,3138.57
1533,4,1,1,1,1,1.47,54,6.1,4400.99
2179,4,2,1,0,1,8.56,26,3.4,5794.99
1224,5,1,1,0,0,9.04,25,4.8,4648.22
1173,3,2,1,1,1,6.09,51,4.4,3817.68
2467,5,1,1,0,0,5.38,41,6.9,6113.47
568,1,3,1,1,1,7.25,9,6.5,2959.33
2133,2,2,0,0,1,7.13,2,3.3,5036.85
2860,1,2,0,1,0,6.24,35,2.0,5467.68
607,4,1,0,0,1,5.16,16,2.5,2410.05
2659,2,2,0,1,1,8.5,30,2.6,6203.05
1177,3,3,1,0,1,5.44,98,3.5,4427.34
2849,3,2,0,1,1,9.06,89,1.5,7108.14
2990,3,2,1,1,1,8.93,94,9.4,7654.86
1908,2,2,1,1,0,9.5,67,1.9,5707.97
2632,4,3,1,0,1,2.92,32,4.5,6455.33
736,5,1,0,1,1,9.46,18,4.7,3625.25
2751,5,1,1,0,1,2.11,24,3.8,6241.87
2586,2,1,0,0,1,7.33,26,6.5,5606.81
2749,1,3,1,1,0,5.97,47,5.0,6353.51
821,1,2,0,1,0,5.86,3,9.8,3086.5
569,2,3,1,0,1,4.87,49,8.6,3356.26
2983,2,2,0,1,1,1.11,67,1.4,6136.98
2057,5,3,1,1,1,5.31,76,3.6,6393.09
557,5,3,1,1,1,8.28,35,6.7,4424.98
2296,4,2,0,0,1,7.81,41,2.8,5734.3
1346,3,2,1,0,0,7.94,15,8.6,4438.0
2619,5,1,0,0,0,4.38,84,2.6,6083.01
2654,4,2,0,1,0,3.72,30,5.0,5816.55
1207,2,3,0,0,1,9.99,87,7.3,4921.39
1329,5,1,0,1,0,9.57,96,8.5,5585.72
2654,2,2,1,0,0,3.91,62,2.2,5878.76
1151,2,3,0,1,1,6.41,90,5.5,4821.49
1238,1,1,1,0,0,2.38,38,8.2,3552.27
2968,2,2,0,1,0,2.68,70,3.0,6347.56
2186,5,3,0,1,0,1.4,31,4.7,5650.42
1007,5,3,1,0,1,5.88,18,7.4,3930.26
1927,2,1,1,1,1,3.5,58,8.3,5135.63
526,5,2,0,0,1,3.39,58,4.9,3157.21
1740,3,1,0,0,0,9.63,71,4.7,5120.52
2622,4,1,1,1,0,8.04,60,4.1,6792.84
2536,2,2,1,1,0,1.84,85,1.2,5571.36
573,3,1,0,1,0,2.51,62,6.5,2707.27
1642,1,3,0,0,1,5.19,47,5.9,4383.53
1913,3,2,1,0,1,4.74,0,5.6,4502.13
1291,4,2,0,0,0,1.21,51,1.4,3565.71
451,3,2,0,0,0,1.99,22,6.2,2636.45
1088,5,1,0,0,1,2.71,73,6.5,3472.06
1295,3,2,0,0,1,8.17,53,7.6,4391.92
1866,5,2,1,0,1,7.29,86,5.2,5892.63
2535,1,3,0,1,1,1.95,50,2.8,5643.37
443,5,3,0,0,1,3.69,88,7.7,3597.84
2253,2,2,1,1,0,7.29,53,9.5,6053.51
1746,4,2,0,1,0,3.38,89,4.9,5224.39
2449,3,1,1,1,0,4.2,49,8.4,5926.16
623,2,3,0,1,1,2.7,58,7.8,3209.9
1774,5,3,0,1,1,6.12,53,1.9,5290.96
2880,2,1,0,1,0,3.52,14,5.1,5782.33
2050,1,1,0,1,0,7.54,20,1.5,4473.2
580,5,2,0,0,0,6.31,8,1.4,2760.82
858,3,3,0,1,0,8.66,50,8.1,4289.66
1018,4,3,1,0,1,5.73,64,8.5,5007.99
1595,3,3,0,1,1,4.29,62,2.8,4402.72
2575,4,2,0,1,1,4.89,23,3.2,6139.96
2930,4,3,0,1,1,3.57,28,5.0,6636.24
1475,1,2,1,1,1,8.09,82,8.9,4986.0
2781,2,2,0,1,1,3.66,47,3.3,6114.15
2096,2,1,1,1,0,6.67,92,9.3,6264.23
2746,4,2,1,0,1,4.86,58,5.9,6821.29
2431,1,2,1,1,0,8.26,1,2.7,5409.75
2740,4,2,1,0,1,9.14,57,6.7,7354.66
2607,1,2,1,0,0,8.75,97,8.8,6376.91
419,5,3,0,1,1,7.87,43,2.4,3589.72
513,2,3,0,0,0,4.09,59,8.9,3101.67
784,3,2,0,1,0,1.45,38,7.1,3147.35
887,3,2,0,0,1,4.49,24,9.1,3269.53
1442,4,3,0,0,1,9.92,82,3.1,5222.58
2897,2,2,1,1,0,2.34,80,3.8,6490.18
2250,2,1,1,1,1,7.02,30,7.3,5905.37
907,3,1,1,0,0,1.15,9,3.8,2692.82
1169,5,2,1,1,0,7.45,22,3.9,4070.23
1354,3,2,0,0,1,7.32,1,5.6,4263.22
2960,5,2,1,0,1,2.77,0,1.2,6308.91
929,4,2,0,1,0,2.29,34,9.1,3303.65
467,4,2,0,1,0,9.88,95,4.9,3727.51
852,2,3,0,0,1,5.25,23,4.8,3076.5
1717,2,1,1,1,0,9.91,97,1.8,5392.57
1039,4,3,1,1,0,3.01,13,8.4,3615.4
2597,2,3,0,0,0,3.15,8,8.0,5218.74
1844,1,1,0,1,0,3.52,10,7.0,3892.96
1867,1,1,0,0,1,9.79,12,8.7,4190.23
434,2,2,0,1,0,6.77,94,9.1,3325.93
2698,3,1,1,1,0,3.63,16,5.2,5684.06
2428,2,3,0,0,1,2.02,45,3.4,5222.75
999,3,1,1,0,0,6.61,9,8.3,3374.64
2292,1,2,0,0,0,8.88,61,8.1,5802.22
1276,4,1,0,0,0,4.19,5,8.5,3783.08
2141,2,2,0,1,0,3.21,4,3.1,4736.35
2092,1,3,1,0,1,4.08,2,3.1,4704.64
2218,5,2,0,0,0,6.69,71,2.8,5889.16
670,1,3,1,0,0,4.39,84,4.3,3856.1
2932,5,3,1,0,0,5.22,43,9.7,7480.32
822,5,2,1,1,0,5.04,47,5.4,3939.87
2447,1,1,1,0,1,6.03,73,3.7,5478.84
2786,2,2,0,0,0,1.64,33,3.1,5185.09
995,4,1,1,0,0,8.45,23,8.9,3650.78
2572,2,3,0,0,0,1.83,26,5.2,5612.82
543,1,2,0,1,0,7.53,79,4.4,3533.25
2398,2,1,0,1,1,3.85,18,6.8,5187.41
1289,1,3,1,1,1,4.53,45,5.8,4066.28
1836,4,2,1,0,0,8.43,58,9.9,5871.64
2953,2,1,1,1,0,9.39,63,8.2,7137.68
1040,4,2,0,1,1,4.78,12,5.7,3133.72
1563,3,3,1,0,0,7.22,40,3.9,4997.16
423,5,2,1,0,1,2.32,1,5.6,2289.9
456,1,2,0,1,0,5.57,28,5.4,2264.44
716,4,2,1,0,0,2.66,35,9.8,3105.96
631,1,1,1,0,1,4.04,52,7.4,2751.09
2775,3,2,1,1,0,1.14,9,3.3,5330.25
1709,2,1,0,1,1,4.07,98,6.8,5296.14
2068,4,2,0,0,1,8.81,68,4.0,6326.09
2135,4,1,1,0,1,8.42,52,9.0,5787.99
1874,3,1,1,0,0,7.16,79,3.9,5367.45
1257,5,1,0,0,0,7.52,70,6.1,4797.0
2231,5,1,1,1,0,9.12,10,7.4,6022.9
1244,4,1,0,1,1,1.17,73,3.6,4072.02
1531,1,3,0,0,1,1.68,28,8.7,4476.65
1444,1,2,0,0,0,5.06,32,3.6,3882.42
2169,4,2,1,0,0,3.81,48,8.5,5859.4
2623,5,1,1,0,1,3.28,83,1.4,6265.66
2398,2,1,0,1,1,3.48,59,9.7,5805.07
1747,2,1,1,0,0,9.82,90,2.9,5567.15
1520,2,1,1,1,1,8.99,16,8.4,4327.21
2633,5,3,0,0,0,1.73,52,7.8,6469.71
2824,5,1,0,0,0,6.54,41,5.1,5936.25
2143,3,1,1,0,0,5.97,33,6.5,5263.92
1872,5,1,1,0,1,6.57,74,8.6,5745.65
2928,2,1,1,0,1,6.74,42,6.3,6719.61
984,5,3,0,0,1,3.32,70,1.7,4124.01
2613,4,3,0,0,0,4.98,24,8.6,6163.54
2887,3,2,1,1,1,8.59,40,9.4,7245.22
2492,1,1,1,1,1,1.68,44,1.7,5300.74
2189,3,1,1,0,1,8.58,94,2.7,6294.89
511,2,3,1,0,0,1.26,35,1.6,2367.05
1640,2,3,1,1,1,2.96,52,3.8,4555.22
2778,4,2,0,0,0,7.68,29,3.5,6481.87
2582,2,2,1,0,0,5.17,15,9.1,5831.97
1127,2,2,0,0,0,8.22,37,6.0,3935.83
1931,5,2,1,1,1,1.49,79,6.8,5889.84
2765,1,1,0,0,1,7.55,59,8.7,5937.82
2406,3,2,1,1,1,2.36,85,8.3,6273.44
2272,2,3,1,0,0,4.92,40,2.2,5143.29
500,4,3,0,0,0,8.75,10,3.9,3296.01
2814,4,3,1,1,1,6.45,70,9.9,7629.31
1891,4,2,1,1,0,3.56,24,6.3,4840.86
2662,3,3,1,1,1,3.82,19,1.1,5629.49
1613,2,1,0,0,1,7.96,92,6.6,5047.48
2298,5,1,1,0,0,2.88,79,9.0,5761.53
549,1,2,0,1,1,5.59,45,1.3,2157.62
2947,3,3,1,1,1,7.08,5,7.8,6881.55
773,4,1,0,0,0,2.3,7,1.6,2249.1
580,2,1,1,1,1,1.93,59,4.9,2830.3
2881,5,1,1,0,0,2.47,13,3.4,5782.83
671,4,2,1,1,0,7.99,52,2.3,3904.81
2147,2,2,1,1,0,8.25,68,3.4,5423.48
958,3,1,0,0,0,5.42,46,2.1,2893.43
1071,4,1,1,1,1,8.9,16,9.2,3826.45
2038,5,2,1,0,1,6.9,67,10.0,6222.39
2430,5,3,1,0,1,6.89,97,5.1,7072.67
1135,1,2,1,1,0,8.55,36,5.1,3958.11
948,4,3,0,0,0,6.47,73,2.0,4215.85
1243,1,3,0,1,1,7.75,84,6.0,4499.01
1715,4,2,0,0,0,6.87,71,4.5,5394.04
633,2,1,1,0,1,4.94,83,6.9,3365.25
1353,1,1,1,0,0,7.89,73,8.9,4056.44
1537,1,3,0,1,0,8.38,35,2.1,4526.76
2211,3,3,0,0,1,8.76,81,3.8,5937.82
1675,3,2,1,1,1,4.46,22,3.3,4825.33
826,4,1,0,0,1,8.81,81,5.8,4051.02
433,5,3,0,1,0,5.48,34,1.7,3117.25
1122,5,2,1,0,1,3.82,36,3.9,3782.86
1198,4,1,1,1,1,9.26,26,1.1,3907.65
1142,1,2,0,1,0,6.87,97,5.5,4444.85
467,2,3,1,0,0,4.69,77,7.3,3360.6
640,5,1,0,0,0,9.63,71,9.6,3964.05
1908,1,3,1,1,1,2.27,86,8.7,5267.07
2923,2,1,0,0,0,1.97,37,9.2,6065.55
1117,2,3,0,1,1,1.26,91,1.9,4036.2
1726,1,3,0,0,1,4.11,12,6.4,3870.73
597,3,2,0,1,1,4.02,87,1.8,2923.68
2213,2,2,0,1,0,9.9,13,4.1,4685.54
1667,4,2,1,0,1,9.97,58,1.1,4784.92
1025,5,1,0,0,1,8.65,30,2.8,3253.08
2771,3,2,0,0,0,6.99,3,3.3,5955.6
2418,3,3,0,0,0,6.1,11,5.8,6142.83
2444,4,1,1,1,1,1.31,46,4.1,5099.57
1302,1,3,0,1,0,1.23,9,2.0,2655.1
2749,1,1,0,1,1,9.71,55,7.5,6648.73
912,1,3,1,1,1,9.1,21,2.0,3850.24
677,4,3,1,1,0,1.54,99,2.6,3553.53
1006,3,2,0,0,0,7.55,10,3.0,3517.96
2953,1,3,1,1,0,5.35,55,6.3,6564.7
1452,1,3,0,0,0,6.25,38,3.0,4309.2
882,2,1,1,1,1,7.84,22,1.2,2996.06
676,4,3,1,1,1,2.23,81,1.2,3805.16
1558,4,2,0,0,1,7.43,3,1.0,4555.78
1511,1,1,0,0,1,1.96,82,4.5,3855.66
2791,3,1,0,0,1,6.14,39,5.0,6425.87
1502,4,3,0,0,1,2.24,76,10.0,5312.18
2481,1,1,0,0,1,7.05,57,4.8,5087.24
1227,1,3,1,1,0,1.94,77,5.9,4467.46
1821,5,2,0,0,1,8.39,5,2.2,4706.89
1359,4,2,1,0,0,6.76,22,7.8,4244.42
1321,2,1,0,1,1,8.98,26,5.0,4092.43
1194,4,1,0,1,0,8.94,87,2.3,4771.76
2894,4,3,0,0,0,2.07,98,1.2,7242.11
2302,2,2,0,1,1,4.04,93,8.0,6089.9
1773,5,3,0,1,1,3.4,64,4.7,4991.8
1819,5,2,1,0,0,5.83,22,9.1,5498.68
1980,5,1,0,1,0,7.24,80,1.1,5666.71
2165,2,1,1,0,1,4.92,6,1.7,4853.71
2376,5,3,1,1,0,1.19,27,7.3,5509.66
898,4,3,1,0,1,3.79,9,8.5,3431.95
1886,4,3,0,1,0,9.75,15,1.4,4843.63
2131,4,1,1,0,1,3.91,93,2.0,5541.12
404,1,3,1,0,1,5.96,79,9.1,3422.16
1649,1,3,1,0,0,7.59,39,8.9,5018.07
2387,1,1,0,1,0,7.97,51,7.9,5658.05
2698,1,3,1,1,0,1.61,31,7.4,6248.73
1233,5,1,1,1,1,8.01,50,7.0,4705.25
2362,4,1,0,0,1,3.48,24,4.5,5359.1
1160,3,3,1,0,1,2.31,26,1.3,3785.07
827,4,3,0,0,0,5.94,5,4.1,3492.15
577,5,2,0,1,1,5.09,11,5.1,2855.33
1559,3,3,1,1,0,7.75,50,7.4,5096.2
2396,5,1,0,1,1,1.84,49,7.7,6120.79
2957,4,2,1,1,0,2.59,33,2.1,6289.18
2968,2,1,0,0,1,3.79,84,6.8,6310.23
2736,3,1,0,0,1,6.35,38,6.2,6059.64
534,5,1,0,1,1,9.14,35,8.2,3263.86
600,1,3,1,1,0,2.39,76,8.1,3258.88
1384,5,2,0,1,0,1.52,38,1.0,4095.73
1467,3,3,0,0,0,7.01,49,3.3,4904.21
659,1,2,1,1,1,9.08,42,8.5,3637.44
1573,5,2,1,0,1,5.98,50,6.7,5284.46
975,4,2,0,0,1,5.48,72,2.1,3771.69
1380,4,2,1,1,0,7.01,59,4.9,4202.03
540,4,1,0,1,1,2.65,87,7.5,3219.96
1610,2,2,0,1,1,5.3,89,9.5,5509.76
1160,2,1,1,0,1,7.99,54,9.8,3877.21
1769,3,1,0,0,0,1.35,10,4.9,3592.22
2236,4,3,0,1,0,2.32,92,6.2,5831.53
